geneid	gene_name	proteinid	protein_size	protein_desc
ENSG00000138111	TMEM180	ENSP00000238936	517	Transmembrane protein 180
ENSG00000138175	ARL3	ENSP00000260746	182	ADP-ribosylation factor-like protein 3; Small GTP-binding protein which cycles between an inactive GDP-bound and an active GTP-bound form, and the rate of cycling is regulated by guanine nucleotide exchange factors (GEF) and GTPase-activating proteins (GAP). Required for normal cytokinesis and cilia signaling. Requires assistance from GTPase- activating proteins (GAPs) like RP2 and PDE6D, in order to cycle between inactive GDP-bound and active GTP-bound forms. Required for targeting proteins such as NPHP3 to the ciliary membrane by releasing myristoylated NPHP3 from UNC119B cargo adapt [...] 
ENSG00000156398	SFXN2	ENSP00000358909	322	Sideroflexin-2; Potential iron transporter; Sideroflexins
ENSG00000214435	AS3MT	ENSP00000358896	375	Arsenite methyltransferase; Catalyzes the transfer of a methyl group from AdoMet to trivalent arsenicals producing methylated and dimethylated arsenicals. It methylates arsenite to form methylarsonate, Me- AsO(3)H(2), which is reduced by methylarsonate reductase to methylarsonite, Me-As(OH)2. Methylarsonite is also a substrate and it is converted into the much less toxic compound dimethylarsinate (cacodylate), Me(2)As(O)-OH (By similarity); Belongs to the methyltransferase superfamily. Arsenite methyltransferase family
ENSG00000173915	USMG5	ENSP00000358840	58	Up-regulated during skeletal muscle growth protein 5; Plays a critical role in maintaining the ATP synthase population in mitochondria
ENSG00000107957	SH3PXD2A	ENSP00000348215	1105	SH3 and PX domain-containing protein 2A; Adapter protein involved in invadopodia and podosome formation, extracellular matrix degradation and invasiveness of some cancer cells. Binds matrix metalloproteinases (ADAMs), NADPH oxidases (NOXs) and phosphoinositides. Acts as an organizer protein that allows NOX1- or NOX3-dependent reactive oxygen species (ROS) generation and ROS localization. In association with ADAM12, mediates the neurotoxic effect of amyloid-beta peptide
ENSG00000065613	SLK	ENSP00000358770	1235	STE20-like serine/threonine-protein kinase; Mediates apoptosis and actin stress fiber dissolution; Belongs to the protein kinase superfamily. STE Ser/Thr protein kinase family. STE20 subfamily
ENSG00000065621	GSTO2	ENSP00000345023	243	Glutathione S-transferase omega-2; Exhibits glutathione-dependent thiol transferase activity. Has high dehydroascorbate reductase activity and may contribute to the recycling of ascorbic acid. Participates in the biotransformation of inorganic arsenic and reduces monomethylarsonic acid (MMA); Belongs to the GST superfamily. Omega family
ENSG00000165806	CASP7	ENSP00000358327	388	Caspase-7; Involved in the activation cascade of caspases responsible for apoptosis execution. Cleaves and activates sterol regulatory element binding proteins (SREBPs). Proteolytically cleaves poly(ADP-ribose) polymerase (PARP) at a '216-Asp-|-Gly- 217' bond. Overexpression promotes programmed cell death
ENSG00000095627	TDRD1	ENSP00000251864	1189	Tudor domain-containing protein 1; Plays a central role during spermatogenesis by participating in the repression transposable elements and preventing their mobilization, which is essential for the germline integrity. Acts via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the methylation and subsequent repression of transposons. Required for the localization of Piwi proteins to the meiotic nuage. Involved in the piRNA metabolic process by ensuring the entry of corr [...] 
ENSG00000165832	TRUB1	ENSP00000298746	349	Probable tRNA pseudouridine synthase 1; May be responsible for synthesis of pseudouridine from uracil in transfer RNAs
ENSG00000175535	PNLIP	ENSP00000358223	465	Pancreatic lipase; Belongs to the AB hydrolase superfamily. Lipase family
ENSG00000187021	PNLIPRP1	ENSP00000433933	467	Inactive pancreatic lipase-related protein 1; May function as inhibitor of dietary triglyceride digestion. Lacks detectable lipase activity towards triglycerides, diglycerides, phosphatidylcholine, galactolipids or cholesterol esters (in vitro) (By similarity); Belongs to the AB hydrolase superfamily. Lipase family
ENSG00000165650	PDZD8	ENSP00000334642	1154	PDZ domain-containing protein 8; Molecular tethering protein that connects endoplasmic reticulum and mitochondria membranes. PDZD8- dependent endoplasmic reticulum-mitochondria membrane tethering is essential for endoplasmic reticulum-mitochondria Ca(2+) transfer. In neurons, involved in the regulation of dendritic Ca(2+) dynamics by regulating mitochondrial Ca(2+) uptake in neurons. Plays an indirect role in the regulation of cell morphology and cytoskeletal organization. May inhibit herpes simplex virus 1 infection at an early stage; PDZ domain containing
ENSG00000151893	CACUL1	ENSP00000358147	369	CDK2-associated and cullin domain-containing protein 1; Cell cycle associated protein capable of promoting cell proliferation through the activation of CDK2 at the G1/S phase transition
ENSG00000183605	SFXN4	ENSP00000347924	337	Sideroflexin-4; Potential iron transporter; Belongs to the sideroflexin family
ENSG00000120008	WDR11	ENSP00000263461	1224	WD repeat-containing protein 11; WD repeat domain containing
ENSG00000138162	TACC2	ENSP00000358001	2948	Transforming acidic coiled-coil-containing protein 2; Plays a role in the microtubule-dependent coupling of the nucleus and the centrosome. Involved in the processes that regulate centrosome-mediated interkinetic nuclear migration (INM) of neural progenitors (By similarity). May play a role in organizing centrosomal microtubules. May act as a tumor suppressor protein. May represent a tumor progression marker
ENSG00000138152	BTBD16	ENSP00000260723	506	BTB/POZ domain-containing protein 16; BTB domain containing 16
ENSG00000254636	ARMS2	ENSP00000436682	107	Age-related maculopathy susceptibility 2
ENSG00000119965	C10orf88	ENSP00000419126	445	Uncharacterized protein C10orf88; Chromosome 10 open reading frame 88
ENSG00000196177	ACADSB	ENSP00000357873	432	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial; Has greatest activity toward short branched chain acyl- CoA derivative such as (s)-2-methylbutyryl-CoA, isobutyryl-CoA, and 2-methylhexanoyl-CoA as well as toward short straight chain acyl-CoAs such as butyryl-CoA and hexanoyl-CoA. Can use valproyl- CoA as substrate and may play a role in controlling the metabolic flux of valproic acid in the development of toxicity of this agent
ENSG00000182022	CHST15	ENSP00000402394	561	Carbohydrate sulfotransferase 15; Sulfotransferase that transfers sulfate from 3'- phosphoadenosine 5'-phosphosulfate (PAPS) to the C-6 hydroxyl group of the GalNAc 4-sulfate residue of chondroitin sulfate A and forms chondroitin sulfate E containing GlcA-GalNAc(4,6-SO(4)) repeating units. It also transfers sulfate to a unique non- reducing terminal sequence, GalNAc(4SO4)-GlcA(2SO4)-GalNAc(6SO4), to yield a highly sulfated structure similar to the structure found in thrombomodulin chondroitin sulfate. May also act as a B- cell receptor involved in BCR ligation-mediated early activation [...] 
ENSG00000065154	OAT	ENSP00000357838	439	Ornithine aminotransferase, mitochondrial; Ornithine aminotransferase
ENSG00000203791	METTL10	ENSP00000357829	291	EEF1A lysine methyltransferase 2; Protein-lysine methyltransferase that selectively catalyzes the trimethylation of EEF1A at 'Lys-318'
ENSG00000188690	UROS	ENSP00000357787	265	Uroporphyrinogen-III synthase; Catalyzes cyclization of the linear tetrapyrrole, hydroxymethylbilane, to the macrocyclic uroporphyrinogen III, the branch point for the various sub-pathways leading to the wide diversity of porphyrins. Porphyrins act as cofactors for a multitude of enzymes that perform a variety of processes within the cell such as methionine synthesis (vitamin B12) or oxygen transport (heme)
ENSG00000170430	MGMT	ENSP00000302111	238	Methylated-DNA--protein-cysteine methyltransferase; Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction: the enzyme is irreversibly inactivated; Belongs to the MGMT family
ENSG00000175470	PPP2R2D	ENSP00000399970	453	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform; B regulatory subunit of protein phosphatase 2A (PP2A) that plays a key role in cell cycle by controlling mitosis entry and exit. The activity of PP2A complexes containing PPP2R2D (PR55- delta) fluctuate during the cell cycle: the activity is high in interphase and low in mitosis. During mitosis, activity of PP2A is inhibited via interaction with phosphorylated ENSA and ARPP19 inhibitors. Within the PP2A complexes, the B regulatory subunits modulate substrate selectivity and catalytic activity, and also m [...] 
ENSG00000151640	DPYSL4	ENSP00000339850	572	Dihydropyrimidinase-related protein 4; Necessary for signaling by class 3 semaphorins and subsequent remodeling of the cytoskeleton. Plays a role in axon guidance, neuronal growth cone collapse and cell migration (By similarity); Belongs to the metallo-dependent hydrolases superfamily. Hydantoinase/dihydropyrimidinase family
ENSG00000165752	STK32C	ENSP00000298630	486	Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
ENSG00000171798	KNDC1	ENSP00000304437	1749	Protein very KIND; RAS-Guanine nucleotide exchange factor (GEF) that controls the negative regulation of neuronal dendrite growth by mediating a signaling pathway linking RAS and MAP2 (By similarity). May be involved in cellular senescence
ENSG00000151651	ADAM8	ENSP00000453302	824	Disintegrin and metalloproteinase domain-containing protein 8; Possible involvement in extravasation of leukocytes; ADAM metallopeptidase domain containing
ENSG00000130643	CALY	ENSP00000252939	217	Neuron-specific vesicular protein calcyon; Interacts with clathrin light chain A and stimulates clathrin self-assembly and clathrin-mediated endocytosis
ENSG00000148803	FUOM	ENSP00000278025	134	Fucose mutarotase; Involved in the interconversion between alpha- and beta- L-fucoses. L-Fucose (6-deoxy-L-galactose) exists as alpha-L-fucose (29.5%) and beta-L-fucose (70.5%), the beta-form is metabolized through the salvage pathway. GDP-L-fucose formed either by the de novo or salvage pathways is transported into the endoplasmic reticulum, where it serves as a substrate for N- and O- glycosylations by fucosyltransferases. Fucosylated structures expressed on cell surfaces or secreted in biological fluids are believed to play a critical role in cell-cell adhesion and recognition proce [...] 
ENSG00000148824	MTG1	ENSP00000323047	334	Mitochondrial ribosome-associated GTPase 1; Plays a role in the regulation of the mitochondrial ribosome assembly and of translational activity. Displays mitochondrial GTPase activity; Belongs to the TRAFAC class YlqF/YawG GTPase family. MTG1 subfamily
ENSG00000130649	CYP2E1	ENSP00000440689	493	Cytochrome P450 2E1; Metabolizes several precarcinogens, drugs, and solvents to reactive metabolites. Inactivates a number of drugs and xenobiotics and also bioactivates many xenobiotic substrates to their hepatotoxic or carcinogenic forms; Cytochrome P450 family 2
